"","it","dim","N","pr","lh","prior"
"4028",4028,5,198.853938636579,0.00153494997134509,-8408.60739585601,-1713.515357101
"4029",4029,5,141.475722059794,0.00172853172209609,-8401.50358806589,-1721.76190105555
"4030",4030,5,287.290577672054,0.00410681629137298,-8409.01347713736,-1723.13340636924
"4031",4031,5,322.318404434523,0.00084074871622151,-8438.25488461589,-1688.55589644438
"4032",4032,5,269.331480251344,0.00200213115446963,-8375.6105112507,-1751.26527728474
"4033",4033,5,170.067272790139,0.00184714369425767,-8375.97014740548,-1750.07184347554
"4034",4034,5,146.59106488714,0.00360593602793925,-8379.04598300552,-1749.44335483287
"4035",4035,5,139.239132056659,0.000907800664315281,-8433.79750697858,-1688.70911795633
"4036",4036,5,220.220679202027,0.00386193969467826,-8400.30313567495,-1724.77818851389
"4037",4037,5,202.140671020074,0.000895758695803938,-8383.04887681923,-1745.85224701117
"4038",4038,5,244.218595889362,0.00250443324477652,-8374.63083181535,-1752.08092472264
"4039",4039,5,174.925470055134,0.00147094360819111,-8408.10983431859,-1716.81877250098
"4040",4040,5,130.870782440244,0.00258758433500809,-8402.10150683592,-1724.78427290425
"4041",4041,5,183.8032309783,0.00171019753428213,-8404.58652979439,-1716.97526343267
"4042",4042,5,293.391826490856,0.00350035712384898,-8372.06655992359,-1754.76004182617
